student,semester,course,period
34015,Winter,Geo 250,T4
34015,Winter,MSS 251,M1
34015,Spring,Portuguese 212,M2
34015,Winter,SocSci 212,T3
34015,Fall,Spanish 322,T2
34015,Fall,Econ 201,T1
34015,Fall,EngrMech 220,T4
34015,Spring,Physics 215,M1
34015,Spring,PolSci 211,T1
34015,Fall,Portuguese 211,M2
34015,Winter,Spanish 321,T2
34015,Fall,PhyEd 700F,M4
34015,Spring,PhyEd 700S,M3
35224,Fall,BehSci 110,M1
35224,Fall,Chem 200,T1
35224,Spring,CompSci 110,T3
35224,Spring,Japanese 222,T2
35224,Winter,Math 142,M1
35224,Spring,Chem 100,M3
35224,Winter,English 111,M4
35224,Fall,History 100,M2
35224,Winter,Japanese 221,T3
35224,Winter,Math 141,M2
35224,Fall,PhyEd 700F,T2
35224,Winter,PhyEd 700W,M3
35713,Fall,Chem 100,T3
35713,Spring,English 111,T2
35713,Fall,Japanese 222,T2
35713,Fall,Math 142,M1
35713,Spring,Physics 110,M3
35713,Winter,BehSci 110,M2
35713,Winter,CompSci 110,M3
35713,Winter,History 100,M4
35713,Winter,Japanese 221,T3
35713,Fall,Math 141,M2
35713,Winter,PhyEd 700W,T4
35713,Spring,PhyEd 700S,T4
32951,Winter,AstroEngr 331,M1
32951,Winter,AstroEngr 335,T3
32951,Spring,Engr 342,M1
32951,Winter,EngrMech 330,T4
32951,Fall,Math 346,T3
32951,Winter,Math 356,M3
32951,Fall,AeroEngr 315,T1
32951,Spring,AstroEngr 321,M2
32951,Winter,Econ 201,M4
32951,Fall,Engr 341,M3
32951,Fall,Math 243,M2
32951,Spring,PolSci 211,M3
32951,Fall,PhyEd 700F,T4
32951,Spring,PhyEd 700S,T2
35332,Spring,CompSci 110,T2
35332,Winter,Math 243,M4
35332,Winter,Physics 215,M1
35332,Fall,Spanish 132,M1
35332,Spring,Chem 200,T3
35332,Spring,History 100,M2
35332,Spring,Math 152,M3
35332,Fall,Physics 110,M3
35332,Fall,PhyEd 700F,T3
35332,Winter,PhyEd 700W,T4
35225,Spring,Chinese 132,M2
35225,Fall,CompSci 110,M4
35225,Winter,Econ 201,M1
35225,Fall,English 111,T1
35225,Winter,Math 243,M2
35225,Fall,Physics 215,T3
35225,Spring,BehSci 110,M4
35225,Winter,Chem 100,T1
35225,Fall,Chinese 131,M3
35225,Spring,History 100,M3
35225,Spring,Math 152,T1
35225,Winter,PhyEd 700W,M4
35225,Spring,PhyEd 700S,T4
35640,Fall,BehSci 110,M3
35640,Spring,Chem 100,M1
35640,Winter,CompSci 110,M1
35640,Spring,English 111,T4
35640,Winter,History 100,T4
35640,Fall,LearnStrat 101,T4
35640,Fall,Math 141,M1
35640,Spring,Math 142,T2
35640,Fall,Spanish 131,T2
35640,Winter,Spanish 132,T3
35640,Fall,PhyEd 714F,M4
35640,Winter,PhyEd 714W,M4
35640,Spring,PhyEd 714S,M4
35640,Fall,PhyEd 715F,T1
35640,Winter,PhyEd 715W,T1
35640,Spring,PhyEd 715S,T1
34018,Spring,EngrMech 220,T2
34018,Winter,History 300,T2
34018,Spring,Law 220,T1
34018,Spring,MSS 298,M2
34018,Winter,Philos 310,T1
34018,Fall,Econ 201,M1
34018,Winter,English 211,M2
34018,Fall,MSS 251,M3
34018,Winter,Physics 110,M3
34018,Spring,PolSci 211,M4
34018,Fall,PhyEd 700F,M4
34018,Spring,PhyEd 700S,M3
35641,Winter,BehSci 110,T1
35641,Spring,Chem 100,M3
35641,Winter,Chem 200,M1
35641,Winter,CompSci 110,T2
35641,Spring,English 111,T3
35641,Fall,LearnStrat 101,M3
35641,Fall,Math 141,T1
35641,Fall,Math 142,T2
35641,Spring,Russian 131,M2
35641,Fall,Russian 132,M2
35641,Fall,PhyEd 714F,M4
35641,Winter,PhyEd 714W,M4
35641,Spring,PhyEd 714S,M4
35641,Fall,PhyEd 718F,T4
35641,Winter,PhyEd 718W,T4
35641,Spring,PhyEd 718S,T4
32665,Fall,AeroEngr 315,M1
32665,Spring,Biology 215,T1
32665,Fall,CompSci 438,T1
32665,Winter,CompSci 439,T3
32665,,CompSci 467,
32665,Spring,CompSci 483,M3
32665,Winter,CompSci 495,T2
32665,Fall,ECE 315,M3
32665,Spring,ECE 348,M2
32665,Winter,ECE 382,M3
32665,Fall,PhyEd 700F,T3
32665,Winter,PhyEd 700W,M1
34019,Spring,CompSci 220,T3
34019,Winter,ECE 281,M2
34019,Spring,ECE 332,M3
34019,Winter,Math 340,T2
34019,Fall,MSS 251,T1
34019,Winter,CompSci 210,M3
34019,Fall,ECE 210,M2
34019,Winter,ECE 315,M1
34019,Spring,English 211,T1
34019,Spring,Math 245,M1
34019,Fall,Physics 215,T3
34019,Winter,PhyEd 700W,T3
34019,Spring,PhyEd 700S,M2
32871,Winter,Biology 215,M3
32871,Spring,Math 344,M2
32871,Spring,Math 356,M4
32871,Winter,SysEngr 301,T1
32871,Spring,SysEngr 336,M1
32871,Winter,SysEngr 470,M2
32871,Winter,BehSci 373,T2
32871,Spring,ECE 315,T2
32871,Fall,Math 243,M2
32871,Fall,OpsRsch 310,T3
32871,Winter,Philos 310,T3
32871,Fall,SysEngr 310,T1
32871,Fall,PhyEd 700F,M1
32871,Spring,PhyEd 700S,T1
32162,Spring,ECE 315,T1
32162,Spring,Geo 353,T3
32162,Spring,Geo 482,M1
32162,Winter,Meteor 320,M2
32162,Fall,Philos 310,T1
32162,Winter,Biology 215,T1
32162,Fall,FineArt 359,T3
32162,Fall,Geo 351,T2
32162,Winter,Geo 382,T3
32162,Fall,Geo 410,M2
32162,Fall,PhyEd 700F,M3
32162,Winter,PhyEd 700W,M3
34020,Winter,Chem 200,T3
34020,Winter,Econ 332,M2
34020,Spring,History 300,M2
34020,Spring,Law 220,M1
34020,Fall,OpsRsch 310,M2
34020,Fall,English 211,T3
34020,Fall,EngrMech 220,M1
34020,Fall,MSS 251,T1
34020,Spring,Physics 110,T1
34020,Winter,PolSci 211,T1
34020,Fall,PhyEd 714F,M4
34020,Winter,PhyEd 714W,M4
34020,Spring,PhyEd 714S,M4
34020,Fall,PhyEd 718F,T4
34020,Winter,PhyEd 718W,T4
34020,Spring,PhyEd 718S,T4
35226,Spring,BehSci 110,T3
35226,Winter,Chem 200,M3
35226,Fall,English 111,T1
35226,Winter,Math 142,T4
35226,Fall,Spanish 132,T2
35226,Fall,Chem 100,M1
35226,Fall,CompSci 110,M4
35226,Winter,History 100,T2
35226,Spring,Math 141,M1
35226,Spring,Spanish 131,T2
35226,Winter,PhyEd 700W,M1
35226,Spring,PhyEd 700S,T4
35642,Winter,BehSci 110,M2
35642,Winter,CompSci 110,T3
35642,Spring,English 111,M1
35642,Spring,History 100,T1
35642,Fall,Math 142,M1
35642,Spring,Portuguese 132,T3
35642,Winter,Chem 100,M3
35642,Fall,History 100,M3
35642,Fall,Math 152,M2
35642,Fall,Portuguese 131,T2
35642,Fall,PhyEd 714F,M4
35642,Winter,PhyEd 714W,M4
35642,Spring,PhyEd 714S,M4
35642,Fall,PhyEd 718F,T4
35642,Winter,PhyEd 718W,T4
35642,Spring,PhyEd 718S,T4
35643,Spring,CompSci 110,T1
35643,Fall,English 111,M3
35643,Winter,History 100,M3
35643,Winter,Math 142,T4
35643,Fall,PolSci 211,M4
35643,Winter,Russian 132,T2
35643,Spring,BehSci 110,T2
35643,Winter,Chem 100,T1
35643,Fall,LearnStrat 101,M2
35643,Fall,Math 141,M1
35643,Spring,Russian 131,M3
35643,Fall,PhyEd 700F,T1
35643,Spring,PhyEd 700S,M2
34366,Winter,English 211,T3
34366,Spring,Chem 200,M1
34366,Spring,ECE 315,M3
34366,Winter,History 300,M4
34366,Spring,MSS 251,T3
34366,Fall,PolSci 211,T2
34366,Winter,CompSci 210,T1
34366,Fall,EngrMech 220,T4
34366,Spring,History 100,T2
34366,Fall,Law 220,M4
34366,Fall,Physics 110,M1
34366,Winter,Portuguese 221,M3
34366,Fall,PhyEd 700F,T1
34366,Winter,PhyEd 700W,M1
32666,Spring,Biology 331,T1
32666,Fall,Biology 360,T3
32666,Fall,Biology 363,M1
32666,Spring,Biology 495,T3
32666,Spring,Chem 230,M3
32666,Winter,AeroEngr 315,M1
32666,Fall,Biology 215,M3
32666,Winter,Biology 330,T1
32666,Winter,Meteor 320,M3
32666,Winter,Philos 310,T3
32666,Winter,PhyEd 700W,M4
32666,Spring,PhyEd 700S,M2
34021,Spring,English 211,T4
34021,Spring,BehSci 231,T1
34021,Winter,BehSci 352,T2
34021,Fall,Econ 201,M1
34021,Winter,MSS 251,M1
34021,Fall,Russian 222,M3
34021,Winter,BehSci 360,M2
34021,Fall,EngrMech 220,T3
34021,Spring,Law 220,M2
34021,Winter,PolSci 211,M3
34021,Fall,Russian 221,T2
34021,Fall,PhyEd 700F,T4
34021,Spring,PhyEd 700S,T2
34022,Fall,English 211,T3
34022,Spring,AeroEngr 241,M2
34022,Spring,AeroEngr 495,M3
34022,Fall,CompSci 206,M2
34022,Winter,EngrMech 330,M3
34022,Spring,MSS 251,T3
34022,Winter,AeroEngr 210,T3
34022,Winter,Econ 201,T1
34022,Winter,EngrMech 220,T4
34022,Winter,Math 245,M4
34022,Fall,Physics 215,M1
34022,Spring,PolSci 211,M4
34022,Fall,PhyEd 700F,M4
34022,Winter,PhyEd 700W,M2
31988,Fall,AeroEngr 315,M2
31988,Winter,ECE 315,M1
31988,Winter,English 344,T2
31988,Spring,English 390,T3
31988,Spring,French 322,M3
31988,Winter,Biology 215,T3
31988,Fall,English 343,T3
31988,Fall,French 321,M3
31988,Spring,History 300,T2
31988,Fall,Math 300,M1
31988,Winter,PhyEd 700W,M2
31988,Spring,PhyEd 700S,T1
34023,Fall,Chem 200,T1
34023,Winter,English 211,T3
34023,Fall,EngrMech 220,M4
34023,Fall,Law 220,M1
34023,Spring,Law 221,T3
34023,Winter,Math 300,T4
34023,Spring,MSS 251,M3
34023,Winter,Physics 110,M3
34023,Spring,PolSci 211,T2
34023,Fall,Spanish 321,M2
34023,Winter,Spanish 322,M2
34023,Fall,PhyEd 700F,M3
34023,Spring,PhyEd 700S,T1
34024,Spring,AstroEngr 310,M2
34024,Spring,BehSci 231,T2
34024,Fall,Japanese 222,T2
34024,Winter,MSS 251,T3
34024,Winter,BehSci 358,T1
34024,Winter,BehSci 360,T2
34024,Spring,Chem 200,T1
34024,Fall,Japanese 221,T3
34024,Fall,PolSci 211,T4
34024,Fall,PhyEd 700F,M3
34024,Winter,PhyEd 700W,M3
35227,Spring,Chem 100,M3
35227,Fall,Chinese 131,T1
35227,Spring,Chinese 132,M2
35227,Spring,CompSci 110,T2
35227,Fall,English 111,T2
35227,Fall,History 100,M2
35227,Winter,Math 152,M3
35227,Winter,Math 243,T1
35227,Winter,Physics 110,M1
35227,Fall,Physics 215,M3
35227,Fall,PhyEd 714F,M4
35227,Winter,PhyEd 714W,M4
35227,Spring,PhyEd 714S,M4
35227,Fall,PhyEd 718F,T4
35227,Winter,PhyEd 718W,T4
35227,Spring,PhyEd 718S,T4
34026,Spring,CompSci 110,T4
34026,Fall,Econ 201,T2
34026,Winter,Geo 250,T4
34026,Spring,German 222,T2
34026,Winter,Law 220,T1
34026,Spring,Math 142,M2
34026,Winter,MSS 251,M1
34026,Spring,English 211,M4
34026,Winter,EngrMech 220,M4
34026,Fall,Geo 310,M4
34026,Fall,German 221,M3
34026,Fall,Math 142,T4
34026,Fall,PolSci 211,M1
34026,Winter,PhyEd 700W,M2
34026,Spring,PhyEd 700S,T1
35228,Spring,Chem 100,T1
35228,Spring,History 100,T3
35228,Fall,Physics 110,M3
35228,Fall,PolSci 211,T3
35228,Winter,Russian 132,T3
35228,Winter,BehSci 110,M1
35228,Fall,CompSci 110,T1
35228,Winter,English 111,T2
35228,Winter,Math 152,T1
35228,Spring,Russian 131,M3
35228,Fall,PhyEd 714F,M4
35228,Winter,PhyEd 714W,M4
35228,Spring,PhyEd 714S,M4
35228,Fall,PhyEd 718F,T4
35228,Winter,PhyEd 718W,T4
35228,Spring,PhyEd 718S,T4
34027,Spring,English 211,M4
34027,Winter,Biology 215,T1
34027,Fall,Chem 222,M1
34027,Spring,Chem 233,T3
34027,Winter,Chem 350,M3
34027,Winter,Econ 201,T4
34027,Fall,EngrMech 220,T4
34027,Winter,Geo 310,M4
34027,Spring,Law 220,T4
34027,Spring,MSS 251,M1
34027,Fall,Physics 215,M3
34027,Winter,PolSci 211,M2
34027,Fall,PhyEd 700F,T2
34027,Spring,PhyEd 700S,T2
34028,Spring,English 211,T3
34028,Spring,AeroEngr 241,M3
34028,Spring,AeroEngr 495,M2
34028,Winter,EngrMech 330,T3
34028,Winter,MSS 251,T1
34028,Fall,AeroEngr 210,T2
34028,Fall,Chem 200,T3
34028,Winter,CompSci 206,M3
34028,Fall,EngrMech 220,M3
34028,Spring,Math 245,M4
34028,Spring,Physics 215,T1
34028,Fall,PhyEd 700F,M1
34028,Winter,PhyEd 700W,T4
35455,Winter,Chem 100,M1
35455,Winter,English 111,M3
35455,Spring,French 132,M1
35455,Fall,Math 243,T3
35455,Fall,Physics 110,M1
35455,Winter,BehSci 110,M4
35455,Spring,CompSci 110,T2
35455,Fall,French 131,T2
35455,Fall,History 100,M3
35455,Spring,Math 152,M3
35455,Winter,PhyEd 700W,T1
35455,Spring,PhyEd 700S,M2
32163,Spring,AstroEngr 321,M2
32163,Winter,AstroEngr 335,T3
32163,Spring,Engr 342,T3
32163,Winter,EngrMech 330,M4
32163,Winter,Math 356,T4
32163,Fall,Russian 322,T2
32163,Winter,AstroEngr 331,M1
32163,Spring,Biology 215,M1
32163,Fall,Engr 341,M3
32163,Fall,EngrMech 320,T3
32163,Fall,Math 346,M1
32163,Winter,Russian 321,M3
32163,Fall,PhyEd 700F,M4
32163,Spring,PhyEd 700S,M3
35483,Fall,CompSci 110,M4
35483,Spring,English 111,T1
35483,Fall,Math 243,M1
35483,Spring,Physics 110,T3
35483,Fall,Russian 132,M2
35483,Spring,BehSci 110,M3
35483,Winter,Chem 100,M1
35483,Winter,History 100,T3
35483,Winter,Math 152,M3
35483,Fall,ReadStrat 103,T1
35483,Spring,Russian 131,M2
35483,Fall,PhyEd 700F,T2
35483,Winter,PhyEd 700W,T2
34029,Spring,AeroEngr 241,M2
34029,Spring,AeroEngr 315,T4
34029,Fall,CompSci 206,M2
34029,Fall,EngrMech 220,T4
34029,Spring,French 322,M3
34029,Fall,Law 220,M4
34029,Winter,SocSci 212,M3
34029,Winter,Econ 201,T4
34029,Winter,French 321,T3
34029,Fall,Math 300,M1
34029,Winter,Philos 310,M4
34029,Fall,PolSci 211,T3
34029,Winter,PhyEd 700W,M1
34029,Spring,PhyEd 700S,T2
32452,Spring,History 300,T4
32452,Winter,Mgt 337,M2
32452,Spring,Mgt 342,M2
32452,Winter,Mgt 372,T3
32452,Spring,Mgt 375,T3
32452,Winter,Spanish 410,T2
32452,Fall,ECE 315,T3
32452,Fall,Mgt 303,M1
32452,Fall,Mgt 341,M3
32452,Winter,Mgt 345,T1
32452,Fall,Philos 310,M4
32452,Winter,Spanish 365,M3
32452,Fall,PhyEd 700F,M2
32452,Spring,PhyEd 700S,M4
35644,Winter,BehSci 110,T1
35644,Winter,Chem 200,T3
35644,Spring,CompSci 110,M3
35644,Fall,English 111,M2
35644,Fall,Spanish 132,T3
35644,Fall,Chem 100,T1
35644,Winter,History 100,M1
35644,Spring,Math 152,M2
35644,Spring,Spanish 131,T1
35644,Fall,PhyEd 714F,M4
35644,Winter,PhyEd 714W,M4
35644,Spring,PhyEd 714S,M4
35644,Fall,PhyEd 718F,T4
35644,Winter,PhyEd 718W,T4
35644,Spring,PhyEd 718S,T4
32286,Spring,Chinese 322,M2
32286,Winter,CompSci 362,M3
32286,Spring,Econ 365,T4
32286,Fall,Law 220,M2
32286,Spring,Math 378,T3
32286,Spring,OpsRsch 312,M4
32286,,Chinese 321,
32286,Winter,ECE 315,T1
32286,Winter,Math 377,M2
32286,Fall,OpsRsch 311,T2
32286,Fall,OpsRsch 331,T3
32286,Fall,PhyEd 700F,M4
32286,Winter,PhyEd 700W,T3
35333,Spring,English 211,M3
35333,Winter,BehSci 110,M4
35333,Fall,Chem 100,M3
35333,Fall,Chem 200,T3
35333,Winter,CompSci 210,T1
35333,Spring,CompSci 220,M1
35333,Fall,History 100,T1
35333,Spring,Math 245,M4
35333,Winter,Math 253,T4
35333,Fall,Portuguese 211,M2
35333,Spring,Portuguese 212,M2
35333,Winter,PhyEd 700W,M2
35333,Spring,PhyEd 700S,T4
34030,Winter,English 211,M2
34030,Winter,Geo 250,M1
34030,Fall,Physics 215,M1
34030,Winter,SocSci 212,T4
34030,Fall,Spanish 222,M3
34030,Spring,EngrMech 220,M4
34030,Winter,History 300,M4
34030,Spring,MSS 251,M1
34030,Fall,PolSci 211,T1
34030,Winter,Spanish 221,T2
34030,Fall,PhyEd 700F,T3
34030,Spring,PhyEd 700S,M2
35229,Fall,BehSci 110,M2
35229,Spring,CompSci 110,M2
35229,Fall,Math 243,T3
35229,Spring,Physics 215,T1
35229,Winter,PolSci 211,M2
35229,Winter,Chem 100,T1
35229,Winter,English 111,T4
35229,Spring,History 100,T3
35229,Spring,Math 152,M1
35229,Fall,Physics 110,T1
35229,Fall,PhyEd 700F,M4
35229,Winter,PhyEd 700W,M1
35645,Spring,CompSci 110,M1
35645,Winter,English 111,M2
35645,Winter,Math 142,T1
35645,Winter,Physics 110,T3
35645,Spring,Spanish 132,T3
35645,Fall,BehSci 110,T1
35645,Fall,Chem 100,M3
35645,Fall,History 100,M2
35645,Spring,Math 141,T1
35645,Spring,Spanish 131,M2
35645,Fall,PhyEd 714F,M4
35645,Winter,PhyEd 714W,M4
35645,Spring,PhyEd 714S,M4
35645,Fall,PhyEd 718F,T4
35645,Winter,PhyEd 718W,T4
35645,Spring,PhyEd 718S,T4
32557,Winter,AstroEngr 335,T3
32557,Fall,Biology 215,M3
32557,Winter,English 200,M3
32557,Spring,Physics 362,T2
32557,Spring,PolSci 211,T4
32557,Fall,History 300,T1
32557,Fall,Math 356,T4
32557,Spring,Philos 310,T1
32557,Winter,Physics 361,M2
32557,Winter,PhyEd 700W,M1
32557,Spring,PhyEd 700S,T3
32165,Spring,AeroEngr 315,T4
32165,Winter,Biology 320,T3
32165,Spring,Biology 363,M1
32165,Winter,Meteor 320,M1
32165,Winter,Philos 310,T4
32165,Fall,Biology 345,M3
32165,Spring,Biology 360,T2
32165,Winter,Biology 380,M2
32165,Winter,ECE 315,T2
32165,Fall,History 300,T3
32165,Fall,Math 356,T4
32165,Fall,PhyEd 700F,T2
32165,Spring,PhyEd 700S,M3
34032,Winter,EngrMech 220,M1
34032,Spring,French 222,T2
34032,Spring,Law 220,T4
34032,Spring,MSS 251,M1
34032,Winter,PolSci 211,T2
34032,Winter,English 211,T1
34032,Winter,French 221,M3
34032,Fall,History 230,T2
34032,Fall,History 300,T1
34032,Fall,OpsRsch 310,M4
34032,Fall,Philos 310,T3
34032,Fall,PhyEd 700F,M2
34032,Winter,PhyEd 700W,T3
35230,Spring,CompSci 110,T1
35230,Fall,English 111,M3
35230,Fall,Physics 110,M1
35230,Spring,PolSci 211,T4
35230,Winter,Russian 132,T2
35230,Fall,BehSci 110,T3
35230,Spring,Chem 100,M1
35230,Winter,History 100,T4
35230,Winter,Math 152,M2
35230,Winter,ReadStrat 103,M3
35230,Fall,Russian 131,T4
35230,Winter,PhyEd 700W,T3
35230,Spring,PhyEd 700S,T2
34033,Fall,AeroEngr 210,T3
34033,Spring,AeroEngr 241,M1
34033,Fall,Chem 200,T1
34033,Winter,CompSci 206,M3
34033,Spring,Math 245,M2
34033,Winter,Physics 215,M1
34033,Fall,ECE 315,M1
34033,Spring,English 211,T1
34033,Spring,Law 220,M3
34033,Winter,Math 243,T1
34033,Fall,Philos 310,M2
34033,Spring,PolSci 211,T3
34033,Fall,PhyEd 714F,M4
34033,Winter,PhyEd 714W,M4
34033,Spring,PhyEd 714S,M4
34033,Fall,PhyEd 718F,T4
34033,Winter,PhyEd 718W,T4
34033,Spring,PhyEd 718S,T4
31989,Fall,AstroEngr 310,M1
31989,Winter,Biology 215,T3
31989,Winter,Law 331,T2
31989,Spring,Law 351,M3
31989,Spring,Law 363,T3
31989,Winter,Law 221,M2
31989,Fall,Law 321,T3
31989,Spring,PolSci 423,T4
31989,Spring,PolSci 473,M2
31989,Fall,SocSci 412,M4
31989,Fall,PhyEd 700F,T1
31989,Spring,PhyEd 700S,M1
34367,Winter,Chem 200,M1
34367,Winter,Math 300,T1
34367,Fall,MSS 251,M3
34367,Fall,OpsRsch 310,M2
34367,Winter,Philos 310,T2
34367,Spring,English 211,M2
34367,Spring,EngrMech 220,M1
34367,Fall,Law 220,T2
34367,Spring,Physics 110,T1
34367,Fall,PolSci 211,T3
34367,Fall,PhyEd 714F,M4
34367,Winter,PhyEd 714W,M4
34367,Spring,PhyEd 714S,M4
34367,Fall,PhyEd 718F,T4
34367,Winter,PhyEd 718W,T4
34367,Spring,PhyEd 718S,T4
35334,Fall,BehSci 110,T1
35334,Winter,English 111,M2
35334,Winter,Math 142,T1
35334,Spring,Physics 110,M3
35334,Winter,Russian 132,T2
35334,Fall,Chem 100,M1
35334,Spring,CompSci 110,T2
35334,Winter,History 100,T3
35334,Fall,Math 141,T2
35334,Spring,Russian 131,M2
35334,Fall,PhyEd 714F,M4
35334,Winter,PhyEd 714W,M4
35334,Spring,PhyEd 714S,M4
35334,Fall,PhyEd 718F,T4
35334,Winter,PhyEd 718W,T4
35334,Spring,PhyEd 718S,T4
28747,Fall,History 300,M3
28747,Fall,Mgt 419,T2
28747,Winter,MSS 451,T4
28747,Winter,SocSci 412,T2
28747,Spring,SocSci 483,M3
28747,Fall,PhyEd 714F,M4
28747,Winter,PhyEd 714W,M4
28747,Spring,PhyEd 714S,M4
28747,Fall,PhyEd 715F,T1
28747,Winter,PhyEd 715W,T1
28747,Spring,PhyEd 715S,T1
29887,Winter,AstroEngr 310,M1
29887,Spring,Econ 423,M2
29887,Spring,English 411,T3
29887,Fall,SocSci 483,T4
29887,Fall,PhyEd 700F,T1
29887,Winter,PhyEd 700W,T4
29897,Fall,BehSci 330,T4
29897,Fall,BehSci 332,M3
29897,Winter,BehSci 375,T3
29897,Fall,BehSci 497T3,T2
29897,Winter,PhyEd 700W,T4
29897,Spring,PhyEd 700S,T4
31270,Spring,Mgt 401,T1
31270,Winter,Mgt 420,T1
31270,Spring,Mgt 448,M3
31270,Winter,Mgt 478,M3
31270,Winter,AstroEngr 310,M2
31270,Fall,Mgt 472,M3
31270,Spring,Mgt 477,M1
31270,Winter,MSS 451,T3
31270,Fall,SocSci 412,T3
31270,Fall,SocSci 483,T1
31270,Fall,PhyEd 700F,M4
31270,Spring,PhyEd 700S,M4
30907,,Chem 434,
30907,Spring,Chem 445,M1
30907,Spring,Chem 465,T1
30907,Spring,English 411,M3
30907,Winter,Mgt 400,M3
30907,Winter,AstroEngr 310,M1
30907,Fall,Chem 431,M3
30907,,Chem 444,
30907,Fall,EngrMech 440,M1
30907,Fall,Russian 365,T3
30907,Fall,PhyEd 714F,M4
30907,Winter,PhyEd 714W,M4
30907,Spring,PhyEd 714S,M4
30907,Fall,PhyEd 718F,T4
30907,Winter,PhyEd 718W,T4
30907,Spring,PhyEd 718S,T4
30414,Spring,Mgt 361,T1
30414,Winter,Mgt 420,T1
30414,Spring,Mgt 448,T3
30414,Winter,SocSci 412,M3
30414,Fall,AstroEngr 310,T2
30414,Spring,Econ 423,M3
30414,Fall,Mgt 419,M3
30414,Fall,Mgt 472,M1
30414,Spring,Mgt 477,M1
30414,Winter,MSS 451,M1
30414,Fall,PhyEd 700F,M4
30414,Winter,PhyEd 700W,M2
30568,Spring,AeroEngr 315,M2
30568,Winter,AstroEngr 437,T1
30568,Spring,AstroEngr 495,M3
30568,Spring,Biology 215,T3
30568,Winter,MSS 451,M2
30568,Fall,AstroEngr 436,M1
30568,Winter,AstroEngr 445,T3
30568,Fall,Chem 325,M3
30568,Fall,Engr 443,T3
30568,Fall,SocSci 412,T1
30568,Winter,PhyEd 700W,M1
30568,Spring,PhyEd 700S,T1
31272,Spring,Mgt 361,T1
31272,Spring,Mgt 375,M3
31272,Spring,Mgt 401,M1
31272,Winter,Mgt 420,T1
31272,Spring,Mgt 448,T2
31272,Spring,Mgt 411,T3
31272,Fall,Mgt 472,M2
31272,Fall,Mgt 498,M1
31272,Winter,MSS 451,M2
31272,Winter,SocSci 412,T3
31272,Fall,PhyEd 700F,M3
31272,Spring,PhyEd 700S,M2
31273,Spring,Biology 380,M2
31273,Winter,CivEngr 464,T1
31273,Spring,CivEngr 480,M3
31273,Spring,CivEngr 488,T3
31273,Winter,Engr 402,M2
31273,Spring,Math 356,M4
31273,Fall,MSS 451,T2
31273,Winter,AstroEngr 310,T3
31273,,CivEngr 461,
31273,Fall,CivEngr 474,M3
31273,Fall,CivEngr 485,M2
31273,Fall,SocSci 412,T1
31273,Fall,PhyEd 700F,M4
31273,Winter,PhyEd 700W,M1
30233,Winter,Biology 215,T3
30233,,CompSci 385,
30233,Winter,CompSci 454,T1
30233,Spring,CompSci 483,M3
30233,Fall,MSS 451,M3
30233,Fall,CompSci 426,T3
30233,Spring,CompSci 431,M2
30233,Fall,CompSci 453,M1
30233,Fall,Mgt 419,T4
30233,Spring,SocSci 412,M1
30233,Winter,PhyEd 700W,M3
30233,Spring,PhyEd 700S,M4
29199,Winter,AeroEngr 315,M4
29199,Spring,CivEngr 362,M3
29199,Spring,CivEngr 480,M2
29199,Winter,CivEngr 486,M3
29199,Spring,CivEngr 488,T2
29199,Winter,Engr 402,M2
29199,Fall,MSS 451,T1
29199,Winter,Biology 370,T4
29199,Fall,CivEngr 461,M3
29199,Winter,CivEngr 464,T1
29199,Fall,CivEngr 485,M2
29199,,CivEngr 486,
29199,Fall,English 411,T2
29199,Spring,Philos 310,M1
29199,Fall,PhyEd 700F,M4
29199,Spring,PhyEd 700S,T4
31218,Spring,BehSci 473,T2
31218,Winter,MSS 451,M1
31218,Spring,SocSci 412,M1
31218,Winter,SysEngr 301,T4
31218,Winter,SysEngr 402,M2
31218,Winter,SysEngr 492,T3
31218,Fall,AstroEngr 310,M1
31218,Fall,BehSci 471,T2
31218,Spring,Biology 215,M3
31218,Spring,Philos 310,T1
31218,Fall,SysEngr 477,M4
31218,Fall,SysEngr 491H,M2
31218,Fall,PhyEd 700F,T4
31218,Winter,PhyEd 700W,M3
30334,Winter,Econ 374,M3
30334,Fall,Mgt 400,M1
30334,Spring,MSS 491,T3
30334,Winter,PolSci 491,M1
30334,Fall,AstroEngr 310,T2
30334,Fall,MSS 451,M2
30334,Spring,Philos 310,T2
30334,Fall,PolSci 475,T3
30334,Winter,Portuguese 365,M2
30334,Winter,PhyEd 700W,T1
30334,Spring,PhyEd 700S,T4
30237,Spring,AeroEngr 361,M3
30237,,AeroEngr 456,
30237,Winter,AstroEngr 437,M1
30237,Winter,AstroEngr 445,T3
30237,Spring,ECE 348,M2
30237,Spring,SocSci 495,T3
30237,Winter,AeroEngr 351,T1
30237,Fall,AstroEngr 436,M1
30237,Fall,Chem 325,M3
30237,Winter,EngrMech 330,M3
30237,Spring,Math 356,M4
30237,Fall,MSS 451,M4
30237,Fall,SocSci 412,T1
30237,Fall,PhyEd 700F,T2
30237,Spring,PhyEd 700S,M1
30570,Spring,AstroEngr 310,M1
30570,Spring,BehSci 473,T1
30570,Winter,MSS 451,T2
30570,Winter,SysEngr 301,M2
30570,Winter,SysEngr 492,T3
30570,Fall,BehSci 471,T2
30570,Spring,Philos 310,T4
30570,Spring,SocSci 495,T3
30570,Fall,SysEngr 477,M3
30570,Fall,SysEngr 491BL,T3
30570,Fall,PhyEd 700F,T1
